Column1.1,Column1,Column1.3,Column1.4,Column1.5
TIME:3:43:53,,IR1:75,IR2:75,US:103
TIME:3:43:53,,IR1:105,IR2:75,US:47
TIME:3:43:54,,IR1:60,IR2:75,US:35
TIME:3:43:55,,IR1:15,IR2:75,US:23
TIME:3:43:55,,IR1:780,IR2:75,US:14
TIME:3:43:55,,IR1:30,IR2:60,US:24
TIME:3:43:56,,IR1:120,IR2:75,US:89
TIME:3:43:57,,IR1:75,IR2:60,US:73
TIME:3:43:57,,IR1:75,IR2:75,US:65
TIME:3:43:57,,IR1:90,IR2:60,US:55
TIME:3:43:58,,IR1:75,IR2:75,US:53
TIME:3:43:59,,IR1:45,IR2:75,US:41
TIME:3:43:59,,IR1:15,IR2:60,US:32
TIME:3:44:00,,IR1:0,IR2:75,US:22
TIME:3:44:00,,IR1:0,IR2:60,US:18
TIME:3:44:01,,IR1:30,IR2:60,US:69
TIME:3:44:01,,IR1:105,IR2:60,US:79
TIME:3:44:02,,IR1:90,IR2:60,US:87
TIME:3:44:03,,IR1:75,IR2:60,US:72
TIME:3:44:03,,IR1:15,IR2:75,US:61
TIME:3:44:04,,IR1:75,IR2:75,US:55
TIME:3:44:04,,IR1:45,IR2:60,US:78
TIME:3:44:05,,IR1:75,IR2:75,US:57
TIME:3:44:05,,IR1:75,IR2:60,US:54
TIME:3:44:06,,IR1:60,IR2:75,US:44
TIME:3:44:06,,IR1:45,IR2:60,US:34
TIME:3:44:07,,IR1:15,IR2:75,US:23
TIME:3:44:07,,IR1:15,IR2:75,US:17
TIME:3:44:08,,IR1:30,IR2:60,US:28
TIME:3:44:09,,IR1:60,IR2:75,US:25
TIME:3:44:09,,IR1:30,IR2:60,US:25
TIME:3:44:09,,IR1:30,IR2:75,US:83
TIME:3:44:10,,IR1:75,IR2:60,US:75
TIME:3:44:11,,IR1:90,IR2:75,US:66
TIME:3:44:11,,IR1:75,IR2:75,US:58
TIME:3:44:12,,IR1:75,IR2:75,US:45
TIME:3:44:12,,IR1:45,IR2:90,US:38
TIME:3:44:13,,IR1:15,IR2:60,US:32
TIME:3:44:13,,IR1:15,IR2:60,US:21
TIME:3:44:14,,IR1:15,IR2:60,US:19
TIME:3:44:14,,IR1:45,IR2:60,US:109
TIME:3:44:15,,IR1:30,IR2:60,US:24
TIME:3:44:15,,IR1:45,IR2:45,US:89
TIME:3:44:16,,IR1:75,IR2:60,US:81
TIME:3:44:16,,IR1:45,IR2:60,US:69
TIME:3:44:17,,IR1:15,IR2:60,US:60
TIME:3:44:17,,IR1:15,IR2:75,US:51
TIME:3:44:18,,IR1:30,IR2:60,US:40
TIME:3:44:18,,IR1:75,IR2:75,US:86
TIME:3:44:19,,IR1:75,IR2:90,US:81
TIME:3:44:19,,IR1:90,IR2:75,US:72
TIME:3:44:20,,IR1:30,IR2:75,US:61
TIME:3:44:21,,IR1:45,IR2:90,US:50
TIME:3:44:21,,IR1:15,IR2:60,US:35
TIME:3:44:22,,IR1:30,IR2:75,US:30
TIME:3:44:22,,IR1:15,IR2:90,US:33
TIME:3:44:23,,IR1:15,IR2:60,US:83
TIME:3:44:23,,IR1:45,IR2:75,US:80
TIME:3:44:24,,IR1:45,IR2:75,US:86
TIME:3:44:24,,IR1:30,IR2:60,US:54
TIME:3:44:25,,IR1:60,IR2:90,US:45
TIME:3:44:25,,IR1:60,IR2:75,US:72
TIME:3:44:26,,IR1:30,IR2:75,US:60
TIME:3:44:26,,IR1:45,IR2:90,US:51
TIME:3:44:27,,IR1:15,IR2:60,US:55
TIME:3:44:28,,IR1:105,IR2:75,US:46
TIME:3:44:28,,IR1:90,IR2:75,US:64
TIME:3:44:29,,IR1:75,IR2:75,US:42
TIME:3:44:29,,IR1:30,IR2:90,US:41
TIME:3:44:30,,IR1:15,IR2:90,US:30
TIME:3:44:30,,IR1:30,IR2:60,US:21
TIME:3:44:31,,IR1:60,IR2:60,US:67
TIME:3:44:31,,IR1:90,IR2:60,US:62
TIME:3:44:32,,IR1:75,IR2:75,US:46
TIME:3:44:32,,IR1:90,IR2:75,US:67
TIME:3:44:33,,IR1:75,IR2:60,US:55
TIME:3:44:33,,IR1:45,IR2:75,US:43
TIME:3:44:34,,IR1:15,IR2:75,US:32
TIME:3:44:35,,IR1:15,IR2:75,US:27
TIME:3:44:35,,IR1:45,IR2:60,US:61
TIME:3:44:36,,IR1:60,IR2:75,US:51
TIME:3:44:36,,IR1:90,IR2:75,US:40
TIME:3:44:37,,IR1:60,IR2:75,US:25
TIME:3:44:37,,IR1:45,IR2:75,US:16
TIME:3:44:38,,IR1:45,IR2:75,US:99
TIME:3:44:38,,IR1:75,IR2:75,US:91
TIME:3:44:39,,IR1:90,IR2:60,US:80
TIME:3:44:40,,IR1:90,IR2:75,US:65
TIME:3:44:40,,IR1:105,IR2:75,US:51
TIME:3:44:40,,IR1:105,IR2:75,US:37
TIME:3:44:41,,IR1:30,IR2:90,US:25
TIME:3:44:42,,IR1:0,IR2:90,US:15
TIME:3:44:42,,IR1:45,IR2:60,US:83
TIME:3:44:43,,IR1:15,IR2:75,US:30
TIME:3:44:43,,IR1:75,IR2:60,US:62
TIME:3:44:44,,IR1:60,IR2:60,US:69
TIME:3:44:44,,IR1:75,IR2:75,US:65
TIME:3:44:45,,IR1:75,IR2:75,US:39
TIME:3:44:45,,IR1:30,IR2:60,US:27
TIME:3:44:46,,IR1:75,IR2:60,US:19
TIME:3:44:46,,IR1:15,IR2:60,US:76
TIME:3:44:47,,IR1:45,IR2:60,US:73
TIME:3:44:47,,IR1:60,IR2:90,US:57
TIME:3:44:48,,IR1:75,IR2:75,US:44
TIME:3:44:49,,IR1:60,IR2:75,US:31
TIME:3:44:49,,IR1:30,IR2:90,US:20
TIME:3:44:50,,IR1:15,IR2:60,US:46
TIME:3:44:50,,IR1:45,IR2:75,US:79
TIME:3:44:51,,IR1:60,IR2:60,US:67
TIME:3:44:51,,IR1:75,IR2:75,US:54
TIME:3:44:52,,IR1:75,IR2:75,US:42
TIME:3:44:52,,IR1:60,IR2:60,US:29
TIME:3:44:53,,IR1:90,IR2:75,US:21
TIME:3:44:53,,IR1:15,IR2:60,US:77
TIME:3:44:54,,IR1:45,IR2:60,US:59
TIME:3:44:54,,IR1:75,IR2:60,US:31
TIME:3:44:55,,IR1:75,IR2:75,US:20
TIME:3:44:55,,IR1:45,IR2:60,US:24
TIME:3:44:56,,IR1:30,IR2:75,US:14
TIME:3:44:57,,IR1:15,IR2:60,US:104
TIME:3:44:57,,IR1:30,IR2:75,US:43
TIME:3:44:58,,IR1:60,IR2:75,US:93
TIME:3:44:58,,IR1:75,IR2:75,US:84
TIME:3:44:59,,IR1:75,IR2:75,US:73
TIME:3:44:59,,IR1:60,IR2:75,US:61
TIME:3:45:00,,IR1:75,IR2:75,US:50
TIME:3:45:00,,IR1:90,IR2:60,US:38
TIME:3:45:01,,IR1:45,IR2:75,US:29
TIME:3:45:01,,IR1:15,IR2:60,US:20
TIME:3:45:02,,IR1:15,IR2:75,US:86
TIME:3:45:03,,IR1:75,IR2:75,US:81
TIME:3:45:03,,IR1:45,IR2:60,US:39
TIME:3:45:04,,IR1:60,IR2:75,US:39
TIME:3:45:04,,IR1:75,IR2:75,US:20
TIME:3:45:05,,IR1:60,IR2:60,US:68
TIME:3:45:05,,IR1:75,IR2:75,US:95
TIME:3:45:06,,IR1:75,IR2:60,US:27
TIME:3:45:06,,IR1:75,IR2:60,US:69
TIME:3:45:07,,IR1:60,IR2:75,US:58
TIME:3:45:08,,IR1:60,IR2:60,US:47
TIME:3:45:08,,IR1:75,IR2:90,US:37
TIME:3:45:08,,IR1:45,IR2:60,US:29
TIME:3:45:09,,IR1:45,IR2:90,US:42
TIME:3:45:10,,IR1:45,IR2:75,US:32
TIME:3:45:10,,IR1:45,IR2:60,US:27
TIME:3:45:10,,IR1:45,IR2:60,US:55
TIME:3:45:11,,IR1:75,IR2:75,US:107
TIME:3:45:12,,IR1:75,IR2:60,US:95
TIME:3:45:12,,IR1:90,IR2:90,US:81
TIME:3:45:13,,IR1:90,IR2:75,US:68
TIME:3:45:13,,IR1:60,IR2:60,US:126
TIME:3:45:14,,IR1:60,IR2:75,US:42
TIME:3:45:14,,IR1:60,IR2:60,US:30
TIME:3:45:15,,IR1:60,IR2:75,US:19
TIME:3:45:16,,IR1:45,IR2:75,US:20
TIME:3:45:16,,IR1:30,IR2:75,US:74
TIME:3:45:17,,IR1:60,IR2:75,US:68
TIME:3:45:17,,IR1:60,IR2:90,US:56
TIME:3:45:18,,IR1:75,IR2:75,US:46
TIME:3:45:18,,IR1:45,IR2:75,US:80
TIME:3:45:19,,IR1:90,IR2:75,US:67
TIME:3:45:19,,IR1:75,IR2:75,US:56
TIME:3:45:20,,IR1:75,IR2:75,US:26
TIME:3:45:20,,IR1:60,IR2:75,US:41
TIME:3:45:21,,IR1:60,IR2:75,US:21
TIME:3:45:21,,IR1:45,IR2:75,US:47
TIME:3:45:22,,IR1:60,IR2:75,US:84
TIME:3:45:23,,IR1:60,IR2:60,US:73
TIME:3:45:23,,IR1:75,IR2:75,US:61
TIME:3:45:24,,IR1:105,IR2:60,US:50
TIME:3:45:24,,IR1:75,IR2:90,US:40
TIME:3:45:25,,IR1:75,IR2:75,US:29
TIME:3:45:25,,IR1:45,IR2:60,US:18
TIME:3:45:26,,IR1:15,IR2:75,US:12
TIME:3:45:26,,IR1:60,IR2:45,US:52
TIME:3:45:27,,IR1:60,IR2:60,US:33
TIME:3:45:27,,IR1:60,IR2:60,US:32
TIME:3:45:28,,IR1:60,IR2:75,US:49
TIME:3:45:29,,IR1:75,IR2:75,US:43
TIME:3:45:29,,IR1:75,IR2:60,US:29
TIME:3:45:29,,IR1:60,IR2:75,US:21
TIME:3:45:30,,IR1:15,IR2:90,US:101
TIME:3:45:30,,IR1:60,IR2:60,US:85
TIME:3:45:31,,IR1:60,IR2:90,US:72
TIME:3:45:32,,IR1:75,IR2:75,US:56
TIME:3:45:32,,IR1:45,IR2:60,US:55
TIME:3:45:33,,IR1:60,IR2:90,US:47
TIME:3:45:33,,IR1:15,IR2:75,US:18
TIME:3:45:34,,IR1:45,IR2:60,US:10
TIME:3:45:34,,IR1:30,IR2:60,US:97
TIME:3:45:35,,IR1:45,IR2:75,US:86
TIME:3:45:35,,IR1:90,IR2:60,US:77
TIME:3:45:36,,IR1:75,IR2:90,US:64
TIME:3:45:36,,IR1:75,IR2:60,US:50
TIME:3:45:37,,IR1:60,IR2:90,US:21
TIME:3:45:38,,IR1:30,IR2:105,US:24
TIME:3:45:38,,IR1:30,IR2:60,US:16
TIME:3:45:38,,IR1:15,IR2:60,US:95
TIME:3:45:39,,IR1:30,IR2:75,US:86
TIME:3:45:39,,IR1:60,IR2:75,US:34
TIME:3:45:40,,IR1:15,IR2:75,US:21
TIME:3:45:40,,IR1:30,IR2:75,US:115
TIME:3:45:41,,IR1:75,IR2:75,US:45
TIME:3:45:42,,IR1:75,IR2:75,US:32
TIME:3:45:42,,IR1:90,IR2:75,US:91
TIME:3:45:43,,IR1:90,IR2:90,US:64
TIME:3:45:43,,IR1:90,IR2:75,US:50
TIME:3:45:44,,IR1:45,IR2:75,US:39
TIME:3:45:44,,IR1:30,IR2:75,US:25
TIME:3:45:45,,IR1:15,IR2:75,US:22
TIME:3:45:45,,IR1:30,IR2:75,US:54
TIME:3:45:46,,IR1:60,IR2:60,US:51
TIME:3:45:47,,IR1:105,IR2:90,US:35
TIME:3:45:47,,IR1:75,IR2:90,US:19
TIME:3:45:47,,IR1:75,IR2:60,US:110
TIME:3:45:48,,IR1:30,IR2:75,US:100
TIME:3:45:49,,IR1:90,IR2:60,US:93
TIME:3:45:49,,IR1:75,IR2:75,US:79
TIME:3:45:50,,IR1:105,IR2:75,US:66
TIME:3:45:50,,IR1:75,IR2:75,US:45
TIME:3:45:51,,IR1:60,IR2:75,US:38
TIME:3:45:51,,IR1:75,IR2:75,US:11
TIME:3:45:52,,IR1:30,IR2:60,US:19
TIME:3:45:53,,IR1:45,IR2:75,US:86
TIME:3:45:53,,IR1:75,IR2:60,US:41
TIME:3:45:54,,IR1:60,IR2:60,US:26
TIME:3:45:54,,IR1:30,IR2:90,US:15
TIME:3:45:55,,IR1:15,IR2:60,US:89
TIME:3:45:55,,IR1:60,IR2:60,US:48
TIME:3:45:56,,IR1:15,IR2:60,US:101
TIME:3:45:56,,IR1:60,IR2:75,US:76
TIME:3:45:57,,IR1:75,IR2:75,US:64
TIME:3:45:57,,IR1:75,IR2:60,US:48
TIME:3:45:58,,IR1:60,IR2:90,US:47
TIME:3:45:59,,IR1:45,IR2:75,US:24
TIME:3:45:59,,IR1:0,IR2:60,US:45
TIME:3:45:59,,IR1:0,IR2:60,US:41
TIME:3:46:00,,IR1:60,IR2:45,US:77
TIME:3:46:01,,IR1:75,IR2:90,US:67
TIME:3:46:01,,IR1:75,IR2:60,US:54
TIME:3:46:02,,IR1:105,IR2:75,US:45
TIME:3:46:02,,IR1:60,IR2:75,US:28
TIME:3:46:03,,IR1:15,IR2:75,US:16
TIME:3:46:03,,IR1:165,IR2:75,US:10
TIME:3:46:04,,IR1:15,IR2:60,US:61
TIME:3:46:04,,IR1:90,IR2:60,US:52
TIME:3:46:05,,IR1:150,IR2:90,US:40
TIME:3:46:05,,IR1:60,IR2:60,US:26
TIME:3:46:06,,IR1:90,IR2:75,US:14
TIME:3:46:07,,IR1:0,IR2:60,US:11
TIME:3:46:07,,IR1:75,IR2:30,US:86
TIME:3:46:07,,IR1:0,IR2:60,US:82
TIME:3:46:08,,IR1:15,IR2:60,US:127
TIME:3:46:09,,IR1:75,IR2:75,US:93
TIME:3:46:09,,IR1:75,IR2:60,US:82
TIME:3:46:10,,IR1:90,IR2:75,US:73
TIME:3:46:10,,IR1:75,IR2:60,US:83
TIME:3:46:11,,IR1:75,IR2:90,US:70
TIME:3:46:11,,IR1:75,IR2:75,US:57
TIME:3:46:12,,IR1:75,IR2:75,US:45
TIME:3:46:12,,IR1:60,IR2:90,US:33
TIME:3:46:13,,IR1:60,IR2:75,US:23
TIME:3:46:13,,IR1:0,IR2:60,US:29
TIME:3:46:14,,IR1:0,IR2:60,US:20
TIME:3:46:15,,IR1:0,IR2:60,US:49
TIME:3:46:15,,IR1:15,IR2:45,US:114
TIME:3:46:16,,IR1:60,IR2:60,US:122
TIME:3:46:16,,IR1:90,IR2:60,US:104
TIME:3:46:17,,IR1:75,IR2:75,US:90
TIME:3:46:17,,IR1:75,IR2:75,US:76
TIME:3:46:18,,IR1:75,IR2:60,US:63
TIME:3:46:18,,IR1:60,IR2:60,US:52
TIME:3:46:19,,IR1:75,IR2:75,US:39
TIME:3:46:19,,IR1:30,IR2:60,US:28
TIME:3:46:20,,IR1:75,IR2:75,US:43
TIME:3:46:20,,IR1:15,IR2:60,US:35
TIME:3:46:21,,IR1:30,IR2:75,US:60
TIME:3:46:22,,IR1:75,IR2:60,US:50
TIME:3:46:22,,IR1:75,IR2:75,US:39
TIME:3:46:22,,IR1:45,IR2:60,US:27
TIME:3:46:23,,IR1:15,IR2:75,US:16
TIME:3:46:24,,IR1:15,IR2:75,US:100
TIME:3:46:24,,IR1:90,IR2:60,US:75
TIME:3:46:25,,IR1:90,IR2:60,US:41
TIME:3:46:25,,IR1:75,IR2:90,US:29
TIME:3:46:26,,IR1:90,IR2:60,US:70
TIME:3:46:26,,IR1:90,IR2:75,US:56
TIME:3:46:27,,IR1:45,IR2:90,US:42
TIME:3:46:27,,IR1:0,IR2:60,US:32
TIME:3:46:28,,IR1:0,IR2:60,US:119
TIME:3:46:28,,IR1:45,IR2:45,US:108
TIME:3:46:29,,IR1:75,IR2:60,US:98
TIME:3:46:29,,IR1:60,IR2:60,US:85
TIME:3:46:30,,IR1:60,IR2:60,US:74
TIME:3:46:30,,IR1:60,IR2:75,US:62
TIME:3:46:31,,IR1:60,IR2:60,US:50
TIME:3:46:32,,IR1:60,IR2:75,US:37
TIME:3:46:32,,IR1:30,IR2:75,US:25
TIME:3:46:33,,IR1:15,IR2:60,US:18
TIME:3:46:33,,IR1:15,IR2:60,US:77
TIME:3:46:34,,IR1:45,IR2:60,US:66
TIME:3:46:34,,IR1:75,IR2:75,US:58
TIME:3:46:35,,IR1:75,IR2:75,US:42
TIME:3:46:36,,IR1:45,IR2:75,US:42
TIME:3:46:36,,IR1:60,IR2:75,US:85
TIME:3:46:36,,IR1:60,IR2:75,US:78
TIME:3:46:37,,IR1:30,IR2:75,US:57
TIME:3:46:38,,IR1:15,IR2:75,US:58
TIME:3:46:38,,IR1:45,IR2:60,US:71
TIME:3:46:39,,IR1:60,IR2:75,US:72
TIME:3:46:39,,IR1:60,IR2:60,US:62
TIME:3:46:40,,IR1:75,IR2:75,US:53
TIME:3:46:40,,IR1:75,IR2:60,US:41
TIME:3:46:41,,IR1:15,IR2:75,US:30
TIME:3:46:41,,IR1:15,IR2:60,US:22
TIME:3:46:42,,IR1:0,IR2:60,US:19
TIME:3:46:42,,IR1:0,IR2:60,US:99
TIME:3:46:43,,IR1:45,IR2:75,US:95
TIME:3:46:43,,IR1:60,IR2:60,US:88
TIME:3:46:44,,IR1:60,IR2:75,US:80
TIME:3:46:44,,IR1:75,IR2:60,US:89
TIME:3:46:45,,IR1:75,IR2:75,US:87
TIME:3:46:45,,IR1:75,IR2:75,US:50
TIME:3:46:46,,IR1:45,IR2:105,US:40
TIME:3:46:47,,IR1:15,IR2:60,US:36
TIME:3:46:47,,IR1:15,IR2:75,US:26
TIME:3:46:47,,IR1:120,IR2:60,US:20
TIME:3:46:48,,IR1:45,IR2:75,US:78
TIME:3:46:49,,IR1:60,IR2:75,US:50
TIME:3:46:49,,IR1:60,IR2:105,US:62
TIME:3:46:50,,IR1:15,IR2:60,US:18
TIME:3:46:50,,IR1:30,IR2:75,US:91
TIME:3:46:51,,IR1:60,IR2:60,US:83
TIME:3:46:51,,IR1:60,IR2:75,US:29
TIME:3:46:52,,IR1:75,IR2:75,US:58
TIME:3:46:53,,IR1:60,IR2:60,US:46
TIME:3:46:53,,IR1:60,IR2:75,US:35
TIME:3:46:54,,IR1:30,IR2:75,US:25
TIME:3:46:54,,IR1:30,IR2:75,US:51
TIME:3:46:55,,IR1:15,IR2:75,US:39
TIME:3:46:55,,IR1:0,IR2:60,US:31
TIME:3:46:56,,IR1:15,IR2:75,US:89
TIME:3:46:57,,IR1:60,IR2:60,US:82
TIME:3:46:57,,IR1:90,IR2:75,US:71
TIME:3:46:57,,IR1:90,IR2:75,US:57
TIME:3:46:58,,IR1:90,IR2:60,US:43
TIME:3:46:58,,IR1:60,IR2:75,US:29
TIME:3:46:59,,IR1:45,IR2:75,US:14
TIME:3:47:00,,IR1:15,IR2:60,US:80
TIME:3:47:00,,IR1:45,IR2:75,US:43
TIME:3:47:00,,IR1:60,IR2:60,US:34
TIME:3:47:01,,IR1:60,IR2:90,US:24
TIME:3:47:02,,IR1:45,IR2:105,US:78
TIME:3:47:02,,IR1:30,IR2:45,US:85
TIME:3:47:03,,IR1:75,IR2:60,US:23
TIME:3:47:03,,IR1:75,IR2:60,US:67
TIME:3:47:04,,IR1:90,IR2:60,US:57
TIME:3:47:04,,IR1:90,IR2:90,US:48
TIME:3:47:05,,IR1:45,IR2:75,US:39
TIME:3:47:05,,IR1:60,IR2:75,US:25
TIME:3:47:06,,IR1:0,IR2:60,US:18
TIME:3:47:06,,IR1:0,IR2:60,US:103
TIME:3:47:07,,IR1:15,IR2:60,US:94
TIME:3:47:07,,IR1:75,IR2:75,US:88
TIME:3:47:08,,IR1:75,IR2:75,US:76
TIME:3:47:08,,IR1:60,IR2:60,US:65
TIME:3:47:09,,IR1:60,IR2:60,US:53
TIME:3:47:10,,IR1:105,IR2:75,US:41
TIME:3:47:10,,IR1:30,IR2:60,US:28
TIME:3:47:11,,IR1:90,IR2:75,US:68
TIME:3:47:11,,IR1:45,IR2:60,US:55
TIME:3:47:13,,IR1:75,IR2:75,US:45
TIME:3:47:13,,IR1:60,IR2:75,US:33
TIME:3:47:13,,IR1:30,IR2:75,US:21
TIME:3:47:14,,IR1:15,IR2:60,US:17
TIME:3:47:14,,IR1:15,IR2:105,US:69
TIME:3:47:15,,IR1:60,IR2:60,US:48
TIME:3:47:15,,IR1:75,IR2:75,US:38
TIME:3:47:16,,IR1:75,IR2:60,US:85
TIME:3:47:16,,IR1:75,IR2:90,US:71
TIME:3:47:17,,IR1:75,IR2:75,US:59
TIME:3:47:17,,IR1:75,IR2:75,US:48
TIME:3:47:18,,IR1:75,IR2:150,US:39
TIME:3:47:18,,IR1:30,IR2:90,US:26
TIME:3:47:19,,IR1:30,IR2:60,US:49
TIME:3:47:19,,IR1:30,IR2:60,US:40
TIME:3:47:20,,IR1:60,IR2:60,US:32
TIME:3:47:20,,IR1:60,IR2:60,US:26
TIME:3:47:21,,IR1:30,IR2:75,US:167
TIME:3:47:21,,IR1:0,IR2:60,US:101
TIME:3:47:22,,IR1:30,IR2:60,US:95
TIME:3:47:23,,IR1:60,IR2:60,US:91
TIME:3:47:23,,IR1:60,IR2:75,US:88
TIME:3:47:24,,IR1:60,IR2:60,US:96
TIME:3:47:24,,IR1:75,IR2:75,US:97
TIME:3:47:25,,IR1:75,IR2:75,US:32
TIME:3:47:25,,IR1:60,IR2:75,US:69
TIME:3:47:26,,IR1:30,IR2:75,US:79
TIME:3:47:26,,IR1:45,IR2:60,US:24
TIME:3:47:27,,IR1:60,IR2:75,US:22
TIME:3:47:27,,IR1:60,IR2:75,US:50
TIME:3:47:28,,IR1:90,IR2:75,US:64
TIME:3:47:28,,IR1:75,IR2:60,US:80
TIME:3:47:29,,IR1:60,IR2:75,US:70
TIME:3:47:30,,IR1:30,IR2:60,US:59
TIME:3:47:30,,IR1:60,IR2:75,US:48
TIME:3:47:31,,IR1:60,IR2:75,US:37
TIME:3:47:31,,IR1:30,IR2:75,US:23
TIME:3:47:31,,IR1:0,IR2:75,US:77
TIME:3:47:32,,IR1:45,IR2:60,US:122
TIME:3:47:33,,IR1:60,IR2:75,US:102
TIME:3:47:33,,IR1:105,IR2:60,US:37
TIME:3:47:34,,IR1:75,IR2:90,US:77
TIME:3:47:34,,IR1:60,IR2:75,US:64
TIME:3:47:35,,IR1:60,IR2:75,US:53
TIME:3:47:35,,IR1:60,IR2:75,US:38
TIME:3:47:36,,IR1:0,IR2:60,US:34
TIME:3:47:36,,IR1:15,IR2:60,US:112
TIME:3:47:37,,IR1:75,IR2:60,US:26
TIME:3:47:38,,IR1:60,IR2:75,US:35
TIME:3:47:38,,IR1:90,IR2:60,US:24
TIME:3:47:39,,IR1:90,IR2:60,US:45
TIME:3:47:39,,IR1:60,IR2:75,US:36
TIME:3:47:40,,IR1:75,IR2:60,US:95
TIME:3:47:40,,IR1:60,IR2:60,US:64
TIME:3:47:40,,IR1:60,IR2:90,US:51
TIME:3:47:41,,IR1:60,IR2:60,US:37
TIME:3:47:42,,IR1:45,IR2:75,US:26
TIME:3:47:43,,IR1:15,IR2:60,US:19
TIME:3:47:43,,IR1:30,IR2:75,US:46
TIME:3:47:43,,IR1:45,IR2:60,US:35
TIME:3:47:44,,IR1:75,IR2:90,US:26
TIME:3:47:45,,IR1:30,IR2:75,US:14
TIME:3:47:45,,IR1:15,IR2:60,US:117
TIME:3:47:46,,IR1:45,IR2:60,US:108
TIME:3:47:46,,IR1:90,IR2:60,US:100
TIME:3:47:47,,IR1:75,IR2:75,US:32
TIME:3:47:47,,IR1:75,IR2:75,US:20
TIME:3:47:48,,IR1:90,IR2:90,US:209
TIME:3:47:48,,IR1:45,IR2:90,US:42
TIME:3:47:49,,IR1:15,IR2:60,US:32
TIME:3:47:50,,IR1:0,IR2:75,US:95
TIME:3:47:50,,IR1:0,IR2:75,US:88
TIME:3:47:50,,IR1:30,IR2:60,US:73
TIME:3:47:51,,IR1:60,IR2:105,US:14
TIME:3:47:51,,IR1:90,IR2:60,US:89
TIME:3:47:52,,IR1:75,IR2:75,US:76
TIME:3:47:52,,IR1:60,IR2:90,US:61
TIME:3:47:53,,IR1:105,IR2:75,US:47
TIME:3:47:54,,IR1:105,IR2:60,US:35
TIME:3:47:54,,IR1:75,IR2:75,US:23
TIME:3:47:55,,IR1:45,IR2:90,US:10
TIME:3:47:55,,IR1:15,IR2:30,US:46
TIME:3:47:56,,IR1:0,IR2:30,US:46
TIME:3:47:56,,IR1:0,IR2:15,US:40
TIME:3:47:57,,IR1:0,IR2:45,US:38
TIME:3:47:57,,IR1:0,IR2:0,US:37
TIME:3:47:58,,IR1:60,IR2:60,US:37
TIME:3:47:59,,IR1:60,IR2:60,US:27
TIME:3:47:59,,IR1:60,IR2:30,US:25
TIME:3:48:00,,IR1:15,IR2:30,US:24
TIME:3:48:00,,IR1:45,IR2:45,US:20
TIME:3:48:01,,IR1:15,IR2:15,US:18
TIME:3:48:01,,IR1:0,IR2:0,US:16
TIME:3:48:01,,IR1:0,IR2:0,US:16
TIME:3:48:02,,IR1:0,IR2:0,US:16
TIME:3:48:03,,IR1:0,IR2:0,US:16
TIME:3:48:03,,IR1:0,IR2:0,US:16
TIME:3:48:03,,IR1:0,IR2:0,US:16
TIME:3:48:04,,IR1:0,IR2:0,US:16
TIME:3:48:05,,IR1:0,IR2:0,US:16
TIME:3:48:05,,IR1:0,IR2:0,US:17
TIME:3:48:06,,IR1:0,IR2:0,US:10
TIME:3:48:06,,IR1:60,IR2:30,US:16
TIME:3:48:07,,IR1:75,IR2:120,US:9
TIME:3:48:08,,IR1:75,IR2:45,US:1
TIME:3:48:08,,IR1:0,IR2:15,US:11
TIME:3:48:09,,IR1:45,IR2:30,US:13
TIME:3:48:09,,IR1:120,IR2:0,US:12
TIME:3:48:10,,IR1:0,IR2:0,US:23
TIME:3:48:10,,IR1:0,IR2:0,US:25
TIME:3:48:11,,IR1:0,IR2:0,US:25
TIME:3:48:11,,IR1:0,IR2:0,US:25
TIME:3:48:12,,IR1:0,IR2:0,US:25
TIME:3:48:12,,IR1:0,IR2:0,US:26
TIME:3:48:13,,IR1:0,IR2:0,US:26
TIME:3:48:14,,IR1:0,IR2:0,US:73
TIME:3:48:14,,IR1:0,IR2:0,US:120
TIME:3:48:15,,IR1:0,IR2:0,US:71
TIME:3:48:15,,IR1:30,IR2:30,US:73
TIME:3:48:16,,IR1:90,IR2:75,US:69
TIME:3:48:16,,IR1:75,IR2:75,US:103
TIME:3:48:17,,IR1:75,IR2:75,US:89
TIME:3:48:17,,IR1:75,IR2:90,US:73
TIME:3:48:18,,IR1:60,IR2:90,US:58
TIME:3:48:19,,IR1:60,IR2:90,US:47
TIME:3:48:19,,IR1:45,IR2:90,US:109
TIME:3:48:19,,IR1:60,IR2:90,US:102
TIME:3:48:20,,IR1:60,IR2:90,US:56
TIME:3:48:20,,IR1:45,IR2:75,US:79
TIME:3:48:21,,IR1:45,IR2:75,US:70
TIME:3:48:22,,IR1:60,IR2:75,US:101
TIME:3:48:22,,IR1:75,IR2:75,US:78
TIME:3:48:23,,IR1:75,IR2:90,US:65
TIME:3:48:23,,IR1:75,IR2:90,US:49
TIME:3:48:23,,IR1:75,IR2:90,US:33
TIME:3:48:25,,IR1:30,IR2:90,US:18
TIME:3:48:25,,IR1:45,IR2:90,US:31
TIME:3:48:25,,IR1:60,IR2:90,US:95
TIME:3:48:26,,IR1:75,IR2:90,US:82
TIME:3:48:26,,IR1:75,IR2:75,US:68
TIME:3:48:27,,IR1:75,IR2:75,US:56
TIME:3:48:27,,IR1:75,IR2:75,US:43
TIME:3:48:28,,IR1:75,IR2:90,US:89
TIME:3:48:28,,IR1:60,IR2:90,US:79
TIME:3:48:29,,IR1:30,IR2:90,US:73
TIME:3:48:30,,IR1:60,IR2:90,US:63
